mssv,dtbhk_1,dtbhk_2,dtbhk_3,dtbhk_4,dtbhk_5,dtbhk_6,dtbhk_7,dtbhk_8,dtbhk_9,dtbhk_10,dtbhk_11,dtbhk_12,dtbhk_13,dtbhk_14,dtbhk_15,dtbhk_16,dtbhk_17,dtbhk_18,dtbhk_19,dtbhk_20,dtbhk_21,dtbhk_22,dtbhk_23,dtbhk_24,dtb_toankhoa
8F752AF5XPvAibaEXe9wQ8rkPICemKkORLm0t6hF,8.22,8.08,7.7,8.1,8.56,9,8.85,9.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.37
8AB3A116XPvAibaEXe9wQ8rkPICemLrEZksxFZ06,6.47,6.56,7.45,7.19,9.9,7.68,6.9,7.9,8.5,8.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.45
3C342700XPvAibaEXe9wQ8rkPICemKUxomFBsH4h,7.85,7.49,7.12,6.62,7.6,8.25,6.66,6.61,7.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.27
972819C7XPvAibaEXe9wQ8rkPICemPv3jFt4txx0,5.81,4.41,7.15,6.51,6.76,6.51,6.55,6.76,7.63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.68
1E266AAFXPvAibaEXe/waquVAMA8TkogJ5efuX2t,6.71,3.56,7.49,7.54,4.1,6.96,6.42,7.41,7.31,8.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.18
DB96172AXPvAibaEXe/waquVAMA8TuDef+6Fb/pR,6.87,6.69,7.84,6.73,7.27,6.83,7.95,7.19,8.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.28
20D7E56CXPvAibaEXe/waquVAMA8TuGBUB8n1U9w,7.57,8.03,8.48,8.43,7.17,7.53,7.95,7.43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.87
4813A23DXPvAibaEXe/waquVAMA8TuWB0ajB6F8a,6.87,6.42,6.68,4.75,5.64,6.39,0.6,0.72,7.31,6.67,2.65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.44
3A8DC76BXPvAibaEXe/waquVAMA8Tk6+UT/Qyju7,6.84,4.98,7.3,8.02,6.36,7.4,7.68,7.57,7.79,7.7,6.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.4
CF6241C1XPvAibaEXe/waquVAMA8Too/KBELswxp,7.85,6.49,8.5,8.41,8.22,7.9,8.66,8.5,8.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.08
A0E31B91XPvAibaEXe9IFJLLU9DVVaKpbxrx9JEi,6.59,4.89,7.29,6.85,7.52,6.94,7.47,7.03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7
649B938BXPvAibaEXe9IFJLLU9DVVZoHDwmaCg4s,6.16,3.45,6.47,6.15,7.16,7.09,5.47,6.89,8.31,4.44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.87
7806D9BAXPvAibaEXe9IFJLLU9DVVQ7bFL8KvJIW,6.24,5.28,6.37,7.62,6.4,7.14,8.37,8.69,8.07,8.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.34
DFD72534XPvAibaEXe9IFJLLU9DVVYdOLF1fPLe6,8.02,7.89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.95
841DAEEEXPvAibaEXe9IFJLLU9DVVSo/AjzcgSIW,8.01,7.88,8.54,7.13,6.85,7.14,7.66,6.47,8.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.5
B114F41DXPvAibaEXe9IFJLLU9DVVVLclcXgxioB,5.49,4.13,5.95,6.66,7.2,5.92,5.47,6.73,7.3,7.53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.82
70B995C7XPvAibaEXe9OORQ1xsw6nr2pvDW4NmxY,8.06,8.21,8.4,7.43,8.19,8.71,7.3,7.39,7.41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.94
8A28E60EXPvAibaEXe9OORQ1xsw6nv5CUStjJAu6,6.39,6.81,7.3,6.49,6.8,7.25,7.5,8.5,8.36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.31
CC81CA80XPvAibaEXe9OORQ1xsw6nmPmbrn5VcAQ,8.12,8.42,8.66,7.99,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.88
95812940XPvAibaEXe9OORQ1xsw6noRj8oxMKORS,8.35,6.63,7.45,7.78,6.38,7.25,6.46,8.82,8.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.44
D4C6B151XPvAibaEXe9OORQ1xsw6njzMKsUwYGIs,7.35,4.7,6.97,6.97,6.55,6.32,6.59,6.72,7.44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.91
896CE9CAXPvAibaEXe/agc6/owW5CMZVwqpzV2xw,7.21,7.28,6.97,6.53,7.94,6.07,8.51,8.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.47
CACBD22AXPvAibaEXe/agc6/owW5CA2VUR30Kxql,6.76,6.69,8.23,8.23,7.41,7.16,8.45,8.89,8.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.72
B3F16D5DXPvAibaEXe/agc6/owW5CGwRRuccquwf,7.77,5.83,6.81,6.48,7.78,6.66,7.83,7.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.18
C2218479XPvAibaEXe/agc6/owW5CH4478G8f1TP,6.99,7.72,9.4,7.58,7.85,5.84,6.83,5.78,8.05,7.69,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.57
DBE26D99XPvAibaEXe/agc6/owW5CG5kROb/FsH1,6.95,5.04,6.98,5.96,6.6,6.57,7.36,6.82,7.23,7.85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.98
EA6B1CE3XPvAibaEXe/agc6/owW5CCUBcx4z66Gh,7.69,7.69,8.27,7.29,8.25,7.37,7.42,7.56,4.4,8.14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.51
D15AF9D2XPvAibaEXe/agc6/owW5CCEx4CPDleFb,6.24,6.41,7.5,6.93,8.35,8.81,8.59,8.04,8.65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.6
89D586F5XPvAibaEXe/HQN1XeSL1BEMXBfk6KF/O,5.24,5.4,5.99,7.35,5.95,7.28,6.88,7.15,6.98,7.43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.94
359C901EXPvAibaEXe/HQN1XeSL1BLJJHKbqsbhD,6.97,6.98,8.34,8.42,7.87,7.84,8.63,8.35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.91
A1C2794FXPvAibaEXe/HQN1XeSL1BLvkOiDIGFdf,4.73,3.59,5.43,2.99,3.36,2.43,2.76,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.51
FED40161XPvAibaEXe/HQN1XeSL1BMtMCujx8fTx,6.72,6.86,7.69,8.25,7.32,7.93,6.04,6.65,8,4.6,6.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.33
C663E314XPvAibaEXe/HQN1XeSL1BKv/LohqQ+0J,6.66,6.86,8.1,6.88,6.06,5.7,6.87,7.35,6.7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.14
43785D1EXPvAibaEXe/HQN1XeSL1BC0VidWxITbL,4.84,0.82,3.19,2.74,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.58
7EF6A3EAXPvAibaEXe/HQN1XeSL1BEWlvhARqyCL,8.81,7.43,8.59,8.21,6.97,8.45,8.15,9.03,9.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.47
CB17F8F5XPvAibaEXe+3sZoWnetaj3mUhX0PKRMe,6.87,5.65,5.9,6.23,6.2,5.85,6.58,7.17,6.6,5.95,5.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.57
ADC5F05DXPvAibaEXe+3sZoWnetajz661V0/hMR1,7.18,6.78,6.86,6.49,7.26,6.8,7.48,7.03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.02
08182AD5XPvAibaEXe+3sZoWnetaj2dDhEcMJno9,5.56,5.59,5.72,6.74,7.58,7.83,7.81,7.85,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.06
1666439CXPvAibaEXe+3sZoWnetaj3GtIZaMXKq8,6.18,6.47,7.78,7.67,7.44,7.39,8.24,8.34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.37
68481D94XPvAibaEXe+3sZoWnetaj+cTym+QdnwT,5.95,4.04,5.95,4.84,4.5,6.13,6.6,5.37,5.95,5.85,5.8,7.33,3.92,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.16
5B8D44C7XPvAibaEXe+3sZoWnetaj5PDXb16ueWC,6.19,6.92,7.31,7.02,6.71,7.09,6.87,7.34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.06
630518E0XPvAibaEXe8UGNMJasZG8BIILT9LfCMb,6.27,6.42,6.76,7.25,7.27,6.65,8.44,7.8,8.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.43
006E432EXPvAibaEXe8UGNMJasZG8PBqBoa4ReWL,6.35,6.59,8.4,7.15,7.29,7.22,6.98,7.74,7.77,6.3,7.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.29
D99A9DE5XPvAibaEXe8UGNMJasZG8JEbdfJ7sGlX,7.3,6.28,8.38,7.58,8.38,8.52,8.62,7.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.78
5B4A6DFBXPvAibaEXe8UGNMJasZG8Ewtb9AA64WW,8.01,7.4,8.58,7.59,6.05,6.83,3.5,6.78,3.73,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.54
48AB0267XPvAibaEXe8UGNMJasZG8EzhKtHwzjmt,6.69,5.76,7.25,6.76,7.2,7.35,6.84,7.07,6.68,4.18,7,5.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.88
9AFD5C84XPvAibaEXe//Z7+CGDQLoHD+WJYS0Uvi,6.78,3.15,5.09,2.36,0,7.17,5.56,2.95,2.69,6.49,0.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.46
FB701925XPvAibaEXe//Z7+CGDQLoBEAU7nawcwv,7.44,6.62,7.4,7,6.8,7.13,7.21,8.4,8.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.4
15A46F5AXPvAibaEXe//Z7+CGDQLoGJZlAbDnoO3,8.3,6.89,8.46,7.86,7.41,7.27,6.8,8.42,8.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.76
36622C97XPvAibaEXe//Z7+CGDQLoNhIq+lX3ALS,7.32,6.57,7.17,6.81,4.74,6.1,6.45,6.28,6.16,6.9,7.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.76
7187D170XPvAibaEXe9xkK/YA3rY8BBJ0g/oZIh3,6.39,7.03,7.57,7.76,6.48,7.85,7.35,7.6,8.73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.52
5393D300XPvAibaEXe9xkK/YA3rY8K1sgmVMMbVh,6.57,4.48,6.9,6.32,6.83,7.08,5.67,7.48,7.7,9.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.3
635D1273XPvAibaEXe9xkK/YA3rY8IFU/6Bc4lh9,6.04,4.78,5.85,6.97,5.32,6.74,6.38,7.41,8.34,6.81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.67
1A0E0558XPvAibaEXe9xkK/YA3rY8FFX85Uop5YB,7.25,7.41,7.33,7.2,5.6,5.07,5.3,5.85,6.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.57
A56A2ECBXPvAibaEXe9xkK/YA3rY8PRNWpizshot,8.45,5.72,7.03,7.11,9.2,6.94,6.2,6.68,7.71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.1
6E594582XPvAibaEXe9xkK/YA3rY8BuIyh8QfoMS,7.75,7.59,7.98,7.67,6.73,7.5,6.38,6.88,9.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.46
1E43797CXPvAibaEXe/81GDNmtxKsQIri7NYICsC,5.29,5.36,5.9,4.23,4.42,2.3,3.66,2.02,3.64,0.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.35
3788C7A4XPvAibaEXe/81GDNmtxKsfT2ovFuIAkG,1.05,0.27,1.02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.92
6EF53EE6XPvAibaEXe/81GDNmtxKsWKpNmvVkP+G,7.75,6.82,8.08,7.52,7.5,8.13,8.54,8.32,7.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.82
5BC12409XPvAibaEXe/81GDNmtxKsdUAUDG04Ms3,7.16,5.89,7.43,6.81,6.88,7.68,7.28,6.88,7.14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.15
3DD6D60BXPvAibaEXe/81GDNmtxKsSpculnFzj6s,7.22,5.9,7.19,6.84,7.12,6.95,6.76,7.71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.02
D4BC6C5FXPvAibaEXe/81GDNmtxKsf5uAQitOS6/,6.1,5.74,6.92,6.15,6.64,7.5,7.86,8.09,7.26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.01
4BB3341BXPvAibaEXe87qJpUsO6V7TeFLjbYGDFN,7.62,7.49,7.92,7.75,6.69,7.33,6.76,6.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.26
AC6E759CXPvAibaEXe87qJpUsO6V7bDv5ZWTAeVE,6.56,6.16,7.08,6.26,7.36,8.11,7.75,7.64,7.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.11
FBE9AA5AXPvAibaEXe87qJpUsO6V7cleB72s2edm,7.44,7.12,7.09,8.23,6.89,7.69,8.01,8,6.64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.44
DCD237D2XPvAibaEXe87qJpUsO6V7e5R1OV9ekyj,7.19,7.34,6.82,7.85,7.88,8.25,8.18,8.04,8.61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.7
5A9F64D1XPvAibaEXe87qJpUsO6V7TZk2T/CAsg6,7.67,7.22,8.33,8.35,8.52,9.22,9.4,8.63,8.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.31
EF134ADEXPvAibaEXe87qJpUsO6V7S7JwvClJktx,6.82,7.55,7.84,7.39,7.44,7.13,7.94,8.36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.53
EE6BEA20XPvAibaEXe87qJpUsO6V7Q5qVfwmgf40,8.29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.29
14EA3727XPvAibaEXe8JRliMuqssCJF9lhlKmfmh,6.5,6.62,7.2,7.95,7.66,7.42,8.51,8.74,8.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.69
C86E80EAXPvAibaEXe8JRliMuqssCD34i2qCrEtf,6.75,7.46,6.6,7.57,7.7,8.39,7.56,8.41,8.23,8.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.83
D61A8FA6XPvAibaEXe8JRliMuqssCFM/cB1ttK5H,7.76,7.71,8.33,8.03,8.4,8.01,7.94,8.15,7.15,8.65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.05
D6325697XPvAibaEXe8JRliMuqssCDQkwlJOqjq0,7.41,7.43,7.04,7.02,8.04,8.38,8.64,9.1,7.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.71
B5C2A1C5XPvAibaEXe8JRliMuqssCAeqW+vA6u8X,4.1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.93
C60B8B5FXPvAibaEXe/t7ClCI88v7nP9bkTu3sLj,4.61,2.32,3.97,0.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.6
C2BFCFE6XPvAibaEXe/t7ClCI88v7vvMyl2ysdwy,5.81,5.5,8,6.38,7.09,9.1,7.27,7.42,8.06,8.3,8.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.26
A6C20BC5XPvAibaEXe/t7ClCI88v7hJMKVISSTxm,5.73,3.8,0.69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.4
7F3C1FFBXPvAibaEXe/t7ClCI88v7k1tcLaQ7rIn,6.75,5.47,7.93,7.64,5.56,5.94,6.52,8.41,7.88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.12
32180497XPvAibaEXe/t7ClCI88v7sGEqCvtpJrq,7.17,4.54,6.23,6,8.3,6.36,6.05,4.63,5.63,3.79,0,6.82,4.2,2.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.63
DD4EFA9CXPvAibaEXe/t7ClCI88v7mCBtTA3bz+f,8.39,8.87,8.73,8.88,9,9.25,9.11,9.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.93
14475A56XPvAibaEXe9S6E9ioiUfBOgN9jbGjj20,6.65,6.88,6.02,5.26,6.82,7.37,6.83,7.09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.75
21A44321XPvAibaEXe9S6E9ioiUfBDPj01WaWxc1,7.98,7.18,8.56,7.93,7.95,7.9,7.29,8.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.91
591A9AADXPvAibaEXe9S6E9ioiUfBK9MVMlLs9L0,7.19,6.33,7.41,7.39,6.76,6.13,7.59,8.89,7.34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.34
07F0B649XPvAibaEXe9S6E9ioiUfBGwa4H6CUbKK,4.9,3.27,3.97,5.55,4.45,4.32,2.55,0,7.68,8.55,8.6,7.31,8.76,4.72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.67
1ABBE1BBXPvAibaEXe9S6E9ioiUfBGiyTmQYHGjq,7.24,5.85,6.89,6.92,7.76,7.83,8.01,7.98,8.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.41
973154C3XPvAibaEXe+Y2Dmraxe1iYT8oxNVsVdy,7.67,5.05,6.61,3.66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.53
3129ED21XPvAibaEXe+Y2Dmraxe1iUz2qYKUheXA,8.01,7.14,7.05,7,8.21,7.37,9,7.47,7.71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.49
28E48F0BXPvAibaEXe+Y2Dmraxe1iZnkzf6f17wP,8.07,8.92,8.55,8.29,8.33,8.67,8.71,10,8.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.55
C0CA4964XPvAibaEXe+Y2Dmraxe1iXZJvq0Bdzle,8.05,7.45,8.44,7.8,7.99,7.71,9,7.82,8.51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.98
D3F4026DXPvAibaEXe+Y2Dmraxe1iZJc8pjBdEJI,8.12,6.84,7.86,7.55,5.79,7.09,7.74,7.03,9.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.51
45C1AE02XPvAibaEXe+Y2Dmraxe1iZRzEs93KNw/,7.2,7.59,6,7.7,7.75,5.39,7.34,0,7.12,8.35,8.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.61
DC510789XPvAibaEXe+GHNK19bpqC6fiDr/IfEBw,8.04,7.57,8.38,7.61,7.6,7.75,8.71,8.62,8.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
40477DF3XPvAibaEXe+GHNK19bpqCw8XUzH8lpyj,6.39,6.65,8,6.34,6.46,6.5,6.04,6.88,7.54,6.9,8.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.8
8391C626XPvAibaEXe+GHNK19bpqC3AYSdea67W7,0.19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.19
8DF80DC7XPvAibaEXe+GHNK19bpqC2HzcxrGb6J1,6.97,2.59,7.81,6.46,7.4,5.6,5.46,5.9,7.06,5.75,6.51,6.3,6.75,5.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.82
BC23DA17XPvAibaEXe+GHNK19bpqCyPAUx4pm9RJ,7.21,6.21,6.31,6.39,5.9,5.28,6.51,6.23,5.53,7.97,5.8,4.5,7.87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.72
CFAD9912XPvAibaEXe+GHNK19bpqC27N8KsncB+D,5.31,3.44,5.86,6.87,6.69,6.57,7.25,7.54,8.05,7.45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.97
9C9DF586XPvAibaEXe+GHNK19bpqC+R86WCu45mt,5.76,1.54,6.96,6.67,6.66,5.67,4.09,6.83,4.27,4.88,5.46,6.29,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.83
7933EDCBXPvAibaEXe+tKwu+Ol4th1CASAT7HNg8,8.18,8,8.65,8.81,8.93,8.83,8.73,9.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.66
38BAF724XPvAibaEXe+tKwu+Ol4th1HU9BFJl0mW,3.86,2.16,5.41,4.33,1.3,5.92,0.48,1,1.77,0.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.44
BBF7B61BXPvAibaEXe+tKwu+Ol4th6hUZRqaHgpG,6.01,6.7,5.1,6.47,6.5,0.09,4.23,4.4,5.62,6.76,6.37,5.33,8.15,8.81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.88
29B1E2ACXPvAibaEXe+tKwu+Ol4th4EfdFoZiY9j,7.52,7.83,8.8,8.52,7.14,8.35,7.91,6.75,9.5,9.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.17
20EA5161XPvAibaEXe+tKwu+Ol4th4lHuNksf8Ew,8.15,7.85,8.67,8.14,8.26,8.59,8.18,8.88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.32
382011DDXPvAibaEXe+tKwu+Ol4th1ivtsIPFk30,6.98,7.18,7.99,7.55,7.99,6.28,7.84,7.97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.49
6BD2C3A2XPvAibaEXe+tKwu+Ol4th6LhYFpOaSaJ,7.58,6.97,7.35,7.57,6.04,6.24,6.55,8.38,7.92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.42
344BD86EXPvAibaEXe90ZzX2oanjjg/JQe7r0lf5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
69EAA97AXPvAibaEXe90ZzX2oanjjnD7J8FNZuDS,8.08,5.19,6.83,4.01,6.92,7.5,6.3,5.93,7.78,6.66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.36
D9E2D8FDXPvAibaEXe90ZzX2oanjjl4VoJ5+nJxM,7.54,7.78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.65
9C88C20AXPvAibaEXe90ZzX2oanjjvdFX8RLhtBI,6.28,6.46,6.82,6.21,6.69,8.17,7.1,5.21,6.76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.77
28BA21D6XPvAibaEXe90ZzX2oanjjs5FxU3lHZPx,5.21,3.31,4.21,3.21,6.57,6.72,3.94,3,6.65,5.07,6.69,2.92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.95
80655820XPvAibaEXe8lzySxhHiT0asFjWSgCSuX,6.92,6.07,7.8,8.35,5.93,6.81,6.07,8.27,8.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.37
1EDA2DA4XPvAibaEXe8lzySxhHiT0RqGwGqh/eBg,4.81,5.59,5.25,4.79,5.1,4.38,5.62,6.5,4.37,0.11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.6
4F4FA085XPvAibaEXe8lzySxhHiT0QWlfALc1aFD,5.54,4.15,8.2,6.85,6.26,5,5.14,5.68,6.6,6.31,4.67,6.81,4.9,5.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.44
955B7BBEXPvAibaEXe8lzySxhHiT0afB+o9SPiI/,7.18,6.45,7.54,7.2,8.61,8.27,9.1,7.94,8.53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.72
